id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
1437,CCC,2014B,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
1438,EEE,2014B,M,South East,Post Graduate Qualification,40-50%,55<=,0,120,N,Distinction
1439,CCC,2014J,M,East Anglian,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
1440,GGG,2014J,F,North West,Lower Than A Level,90-100%,0-35,0,120,N,Fail
1441,FFF,2014J,F,South East,HE Qualification,10-20%,35-55,0,90,N,Pass
1442,DDD,2014B,F,Yorkshire,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
1443,GGG,2013B,M,South East,A Level or Equivalent,50-60%,55<=,0,60,N,Withdrawn
1444,DDD,2013B,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction
1445,AAA,2014J,M,South East,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
1446,AAA,2014J,M,London,No Formal quals,70-80%,0-35,0,60,N,Pass
1447,GGG,2013B,M,South East,Lower Than A Level,10-20%,0-35,0,90,N,Distinction
1448,GGG,2013B,M,South East,Lower Than A Level,80-90%,55<=,3,60,N,Fail
1449,FFF,2014J,F,North West,A Level or Equivalent,20-30%,55<=,0,60,N,Pass
1450,AAA,2013B,M,Scotland,HE Qualification,30-40%,0-35,0,120,Y,Withdrawn
1451,CCC,2013B,M,London,A Level or Equivalent,20-30%,0-35,1,60,N,Pass
1452,AAA,2014J,F,London,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn
1453,AAA,2013B,M,London,Lower Than A Level,60-70%,0-35,0,60,N,Fail
1454,BBB,2013B,F,East Anglian,A Level or Equivalent,60-70%,0-35,1,30,N,Pass
1455,EEE,2014J,F,Wales,HE Qualification,40-50%,0-35,0,60,N,Pass
1456,AAA,2013B,M,London,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
1457,GGG,2014J,F,London,HE Qualification,60-70%,0-35,0,90,N,Fail
1458,DDD,2014B,M,Yorkshire,Lower Than A Level,10-20%,35-55,0,30,N,Fail
1459,BBB,2014B,M,Yorkshire,No Formal quals,30-40%,0-35,0,30,N,Withdrawn
1460,DDD,2014J,M,Yorkshire,A Level or Equivalent,60-70%,0-35,1,90,N,Distinction
1461,FFF,2013B,F,South East,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
1462,CCC,2013B,F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
1463,AAA,2013B,F,East Anglian,HE Qualification,30-40%,35-55,2,60,N,Pass
1464,AAA,2014B,F,South East,HE Qualification,30-40%,0-35,3,120,N,Pass
1465,FFF,2014J,F,London,HE Qualification,80-90%,35-55,0,120,N,Withdrawn
1466,AAA,2013B,M,East Anglian,Post Graduate Qualification,50-60%,35-55,0,60,N,Withdrawn
1467,EEE,2014B,M,Yorkshire,HE Qualification,10-20%,0-35,0,60,N,Pass
1468,CCC,2014B,M,Yorkshire,A Level or Equivalent,10-20%,0-35,1,120,N,Fail
1469,FFF,2013B,F,East Anglian,A Level or Equivalent,0-10%,55<=,2,90,N,Fail
1470,AAA,2014B,F,Scotland,Lower Than A Level,20-30%,0-35,1,60,N,Fail
1471,GGG,2013B,F,East Anglian,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
1472,EEE,2013B,F,London,No Formal quals,40-50%,0-35,0,60,N,Withdrawn
1473,DDD,2014B,M,North West,HE Qualification,70-80%,0-35,0,60,N,Fail
1474,BBB,2014J,F,London,Post Graduate Qualification,80-90%,35-55,0,60,N,Withdrawn
1475,GGG,2014B,M,Yorkshire,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
1476,CCC,2014B,M,East Anglian,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
1477,DDD,2014J,M,Yorkshire,Lower Than A Level,60-70%,35-55,0,90,N,Fail
1478,CCC,2014J,F,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
1479,BBB,2014J,M,Wales,HE Qualification,60-70%,0-35,3,90,N,Distinction
1480,CCC,2014J,F,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Pass
1481,BBB,2014J,M,East Anglian,A Level or Equivalent,30-40%,0-35,1,120,N,Pass
1482,AAA,2014J,F,Yorkshire,A Level or Equivalent,90-100%,0-35,0,60,Y,Fail
1483,CCC,2014J,F,East Anglian,Lower Than A Level,90-100%,55<=,0,30,N,Fail
1484,AAA,2014J,M,Yorkshire,Lower Than A Level,60-70%,55<=,0,60,N,Pass
1485,CCC,2014B,M,South East,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn
1486,GGG,2013B,M,Wales,HE Qualification,60-70%,0-35,1,30,N,Fail
1487,BBB,2014B,M,South East,HE Qualification,70-80%,0-35,0,90,N,Fail
1488,AAA,2014J,M,East Anglian,A Level or Equivalent,0-10%,35-55,2,60,N,Pass
1489,AAA,2014J,F,East Anglian,HE Qualification,30-40%,0-35,1,90,N,Fail
1490,DDD,2014B,F,London,HE Qualification,10-20%,0-35,0,30,N,Distinction
1491,BBB,2013B,F,Yorkshire,Lower Than A Level,50-60%,0-35,0,60,N,Pass
1492,DDD,2013B,F,London,HE Qualification,20-30%,35-55,0,60,N,Distinction
1493,AAA,2014B,M,Scotland,HE Qualification,30-40%,55<=,0,60,N,Pass
1494,CCC,2014B,M,Yorkshire,Lower Than A Level,80-90%,55<=,0,60,N,Pass
1495,CCC,2014B,M,London,Lower Than A Level,20-30%,35-55,0,60,N,Pass
1496,DDD,2013B,F,North West,Lower Than A Level,90-100%,0-35,3,60,N,Distinction
1497,DDD,2013B,F,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction
1498,FFF,2014B,F,Wales,A Level or Equivalent,10-20%,0-35,1,60,N,Withdrawn
1499,DDD,2014B,F,North West,Post Graduate Qualification,10-20%,0-35,0,60,N,Pass
1500,FFF,2014J,M,London,HE Qualification,70-80%,35-55,0,60,N,Pass
1501,DDD,2013B,F,London,HE Qualification,90-100%,0-35,2,60,N,Fail
1502,BBB,2014B,F,South East,HE Qualification,80-90%,35-55,0,90,N,Withdrawn
1503,BBB,2014J,F,Wales,Post Graduate Qualification,10-20%,0-35,0,60,N,Pass
1504,CCC,2013B,F,Yorkshire,HE Qualification,80-90%,0-35,2,120,Y,Withdrawn
1505,EEE,2013B,M,North West,A Level or Equivalent,20-30%,35-55,2,60,N,Fail
1506,BBB,2013B,M,Yorkshire,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
1507,GGG,2014B,F,Wales,No Formal quals,0-10%,0-35,1,60,N,Distinction
1508,DDD,2014J,F,Wales,HE Qualification,20-30%,35-55,0,60,N,Fail
1509,GGG,2014B,F,London,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
1510,EEE,2014B,M,London,No Formal quals,90-100%,0-35,0,120,N,Distinction
1511,CCC,2014J,M,Yorkshire,HE Qualification,20-30%,0-35,0,60,N,Pass
1512,BBB,2014B,F,North West,A Level or Equivalent,20-30%,55<=,0,90,N,Withdrawn
1513,FFF,2014B,F,South East,HE Qualification,20-30%,0-35,0,30,N,Withdrawn
1514,CCC,2014J,F,East Anglian,HE Qualification,20-30%,0-35,0,60,N,Distinction
1515,BBB,2013B,M,North West,HE Qualification,50-60%,0-35,1,90,N,Pass
1516,GGG,2014J,F,Wales,HE Qualification,20-30%,0-35,2,60,N,Pass
1517,DDD,2013B,M,East Anglian,HE Qualification,20-30%,55<=,1,60,N,Pass
1518,AAA,2014B,F,South East,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn
1519,DDD,2013B,M,Wales,A Level or Equivalent,70-80%,35-55,2,60,N,Pass
1520,DDD,2014B,M,East Anglian,A Level or Equivalent,10-20%,35-55,0,60,N,Withdrawn
1521,GGG,2014B,F,North West,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
1522,EEE,2013B,M,South East,Post Graduate Qualification,50-60%,35-55,0,90,N,Fail
1523,BBB,2014J,M,Scotland,HE Qualification,90-100%,55<=,0,60,Y,Distinction
1524,BBB,2014J,F,Yorkshire,HE Qualification,90-100%,55<=,0,60,N,Withdrawn
1525,EEE,2013B,F,Yorkshire,HE Qualification,80-90%,35-55,0,30,N,Withdrawn
1526,AAA,2014B,M,London,Post Graduate Qualification,50-60%,0-35,3,120,N,Pass
1527,CCC,2014J,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Pass
1528,AAA,2014J,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
1529,AAA,2013B,M,East Anglian,HE Qualification,60-70%,35-55,0,90,N,Distinction
1530,GGG,2013B,M,London,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
1531,AAA,2014B,F,Wales,Lower Than A Level,90-100%,35-55,3,30,N,Withdrawn
1532,AAA,2014B,M,East Anglian,HE Qualification,70-80%,35-55,0,60,Y,Pass
1533,GGG,2013B,F,Scotland,HE Qualification,40-50%,0-35,0,60,Y,Withdrawn
1534,BBB,2014B,F,Yorkshire,HE Qualification,60-70%,55<=,0,60,N,Pass
1535,FFF,2014B,F,East Anglian,Lower Than A Level,60-70%,0-35,0,60,N,Distinction
1536,AAA,2014B,F,South East,No Formal quals,80-90%,0-35,0,60,N,Withdrawn
1537,BBB,2014B,F,Yorkshire,HE Qualification,20-30%,35-55,0,30,N,Pass
1538,AAA,2014J,F,South East,Post Graduate Qualification,50-60%,0-35,0,30,N,Distinction
1539,EEE,2014J,F,South East,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
1540,EEE,2014J,F,East Anglian,Lower Than A Level,20-30%,55<=,1,30,N,Fail
1541,DDD,2013B,F,London,Post Graduate Qualification,40-50%,55<=,0,60,N,Pass
1542,BBB,2014B,M,East Anglian,A Level or Equivalent,90-100%,35-55,0,30,N,Withdrawn
1543,AAA,2013B,M,Scotland,HE Qualification,0-10%,0-35,1,30,N,Pass
1544,DDD,2014J,F,Yorkshire,HE Qualification,50-60%,0-35,0,90,N,Pass
1545,BBB,2014B,F,South East,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
1546,EEE,2013B,F,East Anglian,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
1547,EEE,2014J,M,Scotland,HE Qualification,20-30%,55<=,0,120,N,Withdrawn
1548,FFF,2014B,F,South East,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
1549,DDD,2013B,F,Scotland,HE Qualification,0-10%,35-55,0,90,N,Withdrawn
1550,AAA,2013B,M,Wales,HE Qualification,30-40%,0-35,0,30,N,Fail
1551,BBB,2014J,M,Yorkshire,Lower Than A Level,90-100%,0-35,1,60,N,Fail
1552,FFF,2013B,F,South East,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
1553,DDD,2014B,M,Yorkshire,HE Qualification,40-50%,0-35,2,60,N,Pass
1554,EEE,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction
1555,DDD,2013B,F,London,Post Graduate Qualification,90-100%,55<=,0,120,N,Fail
1556,BBB,2013B,F,Wales,HE Qualification,40-50%,35-55,0,60,N,Pass
1557,GGG,2013B,M,Scotland,HE Qualification,20-30%,35-55,0,90,N,Distinction
1558,FFF,2014J,M,Wales,A Level or Equivalent,80-90%,0-35,2,120,Y,Withdrawn
1559,GGG,2014B,F,London,HE Qualification,80-90%,35-55,0,90,N,Fail
1560,FFF,2013B,F,South East,HE Qualification,50-60%,35-55,0,60,N,Pass
1561,CCC,2013B,M,Wales,HE Qualification,0-10%,0-35,0,60,N,Withdrawn
1562,BBB,2014J,F,South East,HE Qualification,0-10%,35-55,0,60,N,Pass
1563,BBB,2013B,M,Scotland,A Level or Equivalent,10-20%,35-55,1,60,N,Withdrawn
1564,GGG,2013B,F,East Anglian,HE Qualification,60-70%,55<=,1,60,N,Withdrawn
1565,DDD,2014B,F,Wales,A Level or Equivalent,10-20%,55<=,0,60,N,Withdrawn
1566,DDD,2014B,F,North West,Lower Than A Level,0-10%,0-35,1,120,N,Distinction
1567,GGG,2014B,M,Yorkshire,HE Qualification,60-70%,0-35,1,60,N,Withdrawn
1568,EEE,2014J,F,Yorkshire,HE Qualification,40-50%,0-35,0,30,N,Fail
1569,GGG,2013B,M,East Anglian,No Formal quals,50-60%,0-35,0,60,N,Withdrawn
1570,GGG,2014B,M,Scotland,A Level or Equivalent,10-20%,0-35,2,60,N,Pass
1571,AAA,2013B,F,London,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn
1572,CCC,2014B,F,South East,A Level or Equivalent,20-30%,35-55,0,90,N,Withdrawn
1573,FFF,2013B,M,Scotland,No Formal quals,60-70%,0-35,0,60,N,Pass
1574,FFF,2014J,F,North West,HE Qualification,90-100%,35-55,1,60,N,Pass
1575,BBB,2014J,F,South East,HE Qualification,90-100%,55<=,2,90,N,Pass
1576,CCC,2014J,M,East Anglian,Lower Than A Level,10-20%,0-35,0,60,N,Withdrawn
1577,DDD,2013B,M,Scotland,HE Qualification,60-70%,0-35,1,30,N,Fail
1578,FFF,2013B,M,Yorkshire,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn
1579,AAA,2014J,F,Scotland,HE Qualification,0-10%,0-35,0,30,N,Pass
1580,EEE,2014B,F,North West,HE Qualification,60-70%,0-35,0,120,N,Withdrawn
1581,CCC,2013B,F,London,Lower Than A Level,40-50%,35-55,0,30,N,Withdrawn
1582,BBB,2014B,M,London,A Level or Equivalent,10-20%,0-35,0,60,N,Fail
1583,DDD,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,1,120,N,Withdrawn
1584,CCC,2014J,F,North West,HE Qualification,90-100%,55<=,0,30,N,Distinction
1585,EEE,2013B,M,Yorkshire,HE Qualification,50-60%,0-35,0,30,Y,Pass
1586,CCC,2013B,F,East Anglian,Lower Than A Level,20-30%,0-35,0,30,N,Fail
1587,FFF,2014J,M,South East,HE Qualification,40-50%,0-35,0,120,N,Pass
1588,AAA,2014B,F,Yorkshire,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
1589,GGG,2014J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
1590,AAA,2014J,M,Wales,HE Qualification,70-80%,0-35,2,90,N,Withdrawn
1591,FFF,2014B,M,Wales,HE Qualification,60-70%,0-35,0,90,N,Withdrawn
1592,CCC,2014B,M,Wales,Lower Than A Level,70-80%,55<=,0,30,N,Distinction
1593,CCC,2014B,F,London,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
1594,AAA,2014B,F,Scotland,HE Qualification,30-40%,0-35,0,90,N,Fail
1595,EEE,2013B,F,London,No Formal quals,10-20%,35-55,2,30,N,Fail
1596,BBB,2014J,M,Wales,HE Qualification,80-90%,0-35,0,60,N,Distinction
1597,EEE,2014B,F,East Anglian,Lower Than A Level,50-60%,35-55,1,60,N,Withdrawn
1598,FFF,2013B,F,South East,HE Qualification,90-100%,0-35,0,60,N,Withdrawn
1599,FFF,2014B,M,East Anglian,A Level or Equivalent,60-70%,35-55,0,30,N,Fail
1600,EEE,2014B,M,Scotland,A Level or Equivalent,40-50%,55<=,0,60,Y,Pass
1601,CCC,2014J,M,Scotland,HE Qualification,60-70%,0-35,0,30,N,Fail
1602,FFF,2014J,M,Scotland,Lower Than A Level,60-70%,0-35,1,120,N,Pass
1603,FFF,2014B,F,Wales,HE Qualification,90-100%,0-35,0,30,N,Fail
1604,CCC,2014J,M,Yorkshire,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
1605,AAA,2013B,M,North West,Lower Than A Level,30-40%,0-35,0,60,N,Distinction
1606,GGG,2014J,M,Yorkshire,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
1607,BBB,2014B,M,London,A Level or Equivalent,10-20%,0-35,1,90,Y,Pass
1608,EEE,2014B,F,South East,HE Qualification,40-50%,0-35,0,60,N,Pass
1609,BBB,2014B,M,London,HE Qualification,40-50%,35-55,3,60,N,Pass
1610,AAA,2013B,F,Wales,Post Graduate Qualification,10-20%,35-55,0,60,N,Withdrawn
1611,FFF,2014J,F,London,A Level or Equivalent,80-90%,0-35,1,90,N,Withdrawn
1612,BBB,2014B,F,Wales,A Level or Equivalent,60-70%,55<=,1,90,N,Pass
1613,EEE,2014J,M,Yorkshire,A Level or Equivalent,20-30%,35-55,2,60,N,Distinction
1614,EEE,2013B,F,Wales,A Level or Equivalent,10-20%,55<=,1,90,N,Pass
1615,AAA,2013B,M,Yorkshire,HE Qualification,60-70%,0-35,0,90,N,Withdrawn
1616,BBB,2014J,M,Scotland,HE Qualification,0-10%,0-35,0,120,N,Fail
1617,FFF,2014J,M,Yorkshire,A Level or Equivalent,10-20%,0-35,1,120,N,Distinction
1618,DDD,2013B,M,Wales,HE Qualification,40-50%,55<=,1,90,Y,Pass
1619,AAA,2013B,M,Wales,HE Qualification,90-100%,35-55,0,60,Y,Withdrawn
1620,GGG,2014B,F,Yorkshire,A Level or Equivalent,0-10%,35-55,1,60,N,Distinction
1621,BBB,2013B,F,Yorkshire,A Level or Equivalent,50-60%,0-35,0,90,N,Fail
1622,AAA,2014B,M,East Anglian,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
1623,GGG,2013B,M,Wales,Lower Than A Level,20-30%,35-55,0,30,Y,Distinction
1624,AAA,2013B,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
1625,DDD,2013B,M,Scotland,HE Qualification,60-70%,0-35,0,30,N,Fail
1626,GGG,2013B,M,Yorkshire,Lower Than A Level,10-20%,35-55,0,60,N,Pass
1627,EEE,2013B,F,South East,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
1628,EEE,2014B,F,Yorkshire,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
1629,CCC,2013B,F,London,Post Graduate Qualification,30-40%,35-55,0,90,N,Withdrawn
1630,AAA,2013B,M,East Anglian,HE Qualification,0-10%,0-35,0,30,N,Distinction
1631,EEE,2013B,F,London,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
1632,GGG,2014J,M,Wales,HE Qualification,50-60%,0-35,0,60,N,Pass
1633,AAA,2013B,F,Yorkshire,HE Qualification,10-20%,0-35,1,90,N,Fail
1634,GGG,2014J,F,South East,A Level or Equivalent,20-30%,0-35,2,30,N,Pass
1635,CCC,2013B,M,South East,HE Qualification,70-80%,0-35,0,60,N,Pass
1636,DDD,2013B,F,East Anglian,HE Qualification,70-80%,0-35,1,60,N,Fail
1637,BBB,2014B,M,Wales,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
1638,EEE,2014J,M,North West,HE Qualification,60-70%,0-35,0,60,N,Pass
1639,BBB,2013B,F,Wales,A Level or Equivalent,70-80%,35-55,1,60,N,Fail
1640,BBB,2013B,F,Scotland,HE Qualification,30-40%,0-35,3,120,N,Distinction
1641,FFF,2014J,F,Scotland,A Level or Equivalent,10-20%,0-35,0,60,N,Distinction
1642,AAA,2013B,M,North West,A Level or Equivalent,0-10%,0-35,0,30,N,Fail
1643,DDD,2013B,M,South East,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
1644,EEE,2013B,M,North West,Lower Than A Level,30-40%,35-55,0,90,N,Withdrawn
1645,AAA,2014J,F,South East,No Formal quals,80-90%,35-55,0,60,N,Withdrawn
1646,CCC,2014J,M,North West,HE Qualification,30-40%,0-35,0,90,N,Fail
1647,CCC,2014J,F,North West,A Level or Equivalent,70-80%,0-35,1,60,N,Pass
1648,EEE,2014B,M,London,Post Graduate Qualification,30-40%,0-35,0,90,N,Pass
1649,GGG,2013B,M,North West,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
1650,FFF,2013B,M,London,No Formal quals,90-100%,35-55,1,60,N,Distinction
1651,BBB,2014J,M,South East,Lower Than A Level,70-80%,0-35,1,120,N,Distinction
1652,AAA,2014J,F,Yorkshire,Lower Than A Level,10-20%,35-55,0,90,N,Pass
1653,AAA,2013B,M,London,HE Qualification,50-60%,35-55,0,30,N,Distinction
1654,EEE,2014J,M,North West,HE Qualification,20-30%,0-35,0,90,N,Pass
1655,BBB,2014J,F,East Anglian,A Level or Equivalent,20-30%,0-35,0,90,N,Distinction
1656,BBB,2014J,F,London,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
1657,FFF,2014J,F,Yorkshire,Lower Than A Level,90-100%,35-55,0,60,N,Pass
1658,GGG,2014B,M,London,No Formal quals,90-100%,0-35,0,60,N,Withdrawn
1659,FFF,2013B,F,London,HE Qualification,80-90%,35-55,0,120,N,Pass
1660,BBB,2014J,M,South East,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
1661,EEE,2013B,F,Wales,Post Graduate Qualification,50-60%,0-35,1,60,N,Fail
1662,EEE,2014B,F,London,Lower Than A Level,50-60%,35-55,2,60,N,Withdrawn
1663,BBB,2014J,F,London,Lower Than A Level,70-80%,0-35,0,30,N,Pass
1664,DDD,2013B,F,Wales,A Level or Equivalent,0-10%,0-35,0,30,N,Distinction
1665,DDD,2014J,F,East Anglian,No Formal quals,80-90%,0-35,0,30,N,Withdrawn
1666,CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,35-55,0,30,N,Pass
1667,FFF,2014B,F,London,HE Qualification,90-100%,35-55,2,90,N,Pass
1668,EEE,2013B,M,North West,HE Qualification,50-60%,35-55,0,30,N,Pass
1669,DDD,2013B,F,East Anglian,A Level or Equivalent,40-50%,35-55,0,60,N,Fail
1670,FFF,2014J,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Fail
1671,FFF,2013B,M,Scotland,A Level or Equivalent,60-70%,0-35,1,90,N,Distinction
1672,DDD,2014J,M,London,A Level or Equivalent,30-40%,0-35,1,30,N,Pass
1673,BBB,2013B,F,Wales,A Level or Equivalent,70-80%,0-35,1,60,N,Pass
1674,FFF,2014B,F,East Anglian,Lower Than A Level,40-50%,35-55,0,90,Y,Withdrawn
1675,FFF,2014B,M,South East,HE Qualification,20-30%,0-35,0,60,N,Pass
1676,GGG,2013B,F,Wales,A Level or Equivalent,70-80%,55<=,0,60,N,Pass
1677,BBB,2014J,F,North West,HE Qualification,30-40%,0-35,1,30,N,Pass
1678,CCC,2014J,M,London,A Level or Equivalent,0-10%,35-55,0,90,N,Pass
1679,GGG,2013B,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
1680,DDD,2014J,F,South East,A Level or Equivalent,50-60%,35-55,0,90,N,Fail
1681,GGG,2014J,M,London,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction
1682,AAA,2014J,M,East Anglian,No Formal quals,0-10%,0-35,0,90,N,Pass
1683,AAA,2014B,F,South East,Post Graduate Qualification,40-50%,55<=,0,30,N,Pass
1684,FFF,2014B,F,South East,HE Qualification,70-80%,35-55,1,90,N,Pass
1685,CCC,2014B,F,London,HE Qualification,80-90%,0-35,0,60,Y,Fail
1686,DDD,2013B,F,London,HE Qualification,20-30%,35-55,1,30,Y,Pass
1687,CCC,2013B,M,Wales,HE Qualification,40-50%,0-35,0,60,N,Distinction
1688,CCC,2013B,F,East Anglian,HE Qualification,90-100%,35-55,0,30,N,Withdrawn
1689,GGG,2013B,F,Yorkshire,Post Graduate Qualification,30-40%,0-35,0,120,N,Pass
1690,AAA,2014J,F,East Anglian,Post Graduate Qualification,40-50%,35-55,1,90,N,Withdrawn
1691,FFF,2014B,F,Scotland,HE Qualification,60-70%,0-35,0,90,N,Withdrawn
1692,GGG,2014B,F,South East,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn
1693,EEE,2014J,M,Wales,Lower Than A Level,80-90%,55<=,0,60,N,Distinction
1694,CCC,2014J,M,Yorkshire,A Level or Equivalent,30-40%,55<=,1,90,N,Withdrawn
1695,BBB,2014J,F,Scotland,Post Graduate Qualification,40-50%,35-55,0,60,N,Withdrawn
1696,EEE,2013B,M,London,No Formal quals,50-60%,35-55,0,60,N,Pass
1697,DDD,2013B,F,Yorkshire,No Formal quals,70-80%,0-35,0,60,N,Withdrawn
1698,BBB,2013B,M,North West,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn
1699,CCC,2013B,F,South East,A Level or Equivalent,20-30%,0-35,0,90,N,Pass
1700,GGG,2014B,M,Yorkshire,HE Qualification,30-40%,0-35,0,120,N,Pass
1701,BBB,2014J,F,Yorkshire,No Formal quals,20-30%,0-35,0,90,N,Pass
1702,BBB,2014B,F,East Anglian,HE Qualification,10-20%,35-55,3,60,N,Pass
1703,EEE,2014J,M,London,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
1704,BBB,2014B,M,East Anglian,HE Qualification,30-40%,0-35,0,60,N,Pass
1705,GGG,2014J,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
1706,GGG,2013B,F,East Anglian,HE Qualification,80-90%,35-55,0,60,N,Fail
1707,GGG,2013B,F,South East,Lower Than A Level,70-80%,0-35,1,30,N,Fail
1708,GGG,2014J,M,East Anglian,A Level or Equivalent,20-30%,0-35,1,60,N,Distinction
1709,BBB,2014B,M,South East,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
1710,BBB,2014B,M,Wales,A Level or Equivalent,80-90%,0-35,1,60,N,Fail
1711,CCC,2014J,F,Yorkshire,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass
1712,DDD,2014J,M,Scotland,Lower Than A Level,80-90%,35-55,2,60,N,Withdrawn
1713,GGG,2013B,M,London,Post Graduate Qualification,60-70%,55<=,0,60,N,Distinction
1714,FFF,2014B,F,North West,Lower Than A Level,60-70%,35-55,1,90,N,Distinction
1715,EEE,2014B,F,London,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn
1716,GGG,2014B,M,Yorkshire,Lower Than A Level,0-10%,0-35,0,90,N,Pass
1717,EEE,2014J,M,East Anglian,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
1718,CCC,2014J,M,South East,A Level or Equivalent,50-60%,35-55,3,60,N,Withdrawn
1719,CCC,2013B,F,Yorkshire,Lower Than A Level,10-20%,55<=,0,90,N,Withdrawn
1720,DDD,2014B,M,Yorkshire,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn
1721,AAA,2014B,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
1722,FFF,2014B,F,South East,Lower Than A Level,30-40%,55<=,0,30,N,Pass
1723,EEE,2013B,M,South East,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
1724,FFF,2014B,M,Scotland,Lower Than A Level,20-30%,55<=,1,60,N,Pass
1725,DDD,2014J,F,South East,A Level or Equivalent,0-10%,0-35,2,60,N,Distinction
1726,FFF,2013B,F,Yorkshire,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
1727,GGG,2014B,F,North West,Lower Than A Level,60-70%,0-35,2,120,N,Withdrawn
1728,DDD,2014J,M,East Anglian,HE Qualification,40-50%,35-55,0,30,N,Fail
1729,DDD,2014B,F,South East,HE Qualification,70-80%,55<=,0,90,Y,Pass
1730,AAA,2014B,M,London,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
1731,FFF,2013B,M,Wales,HE Qualification,20-30%,35-55,0,60,N,Pass
1732,GGG,2013B,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass
1733,EEE,2014B,F,London,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
1734,GGG,2014J,F,Yorkshire,HE Qualification,60-70%,0-35,0,60,N,Fail
1735,GGG,2013B,M,London,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
1736,FFF,2013B,F,Wales,HE Qualification,40-50%,0-35,0,60,N,Pass
1737,DDD,2014J,M,North West,HE Qualification,90-100%,0-35,0,60,N,Pass
1738,AAA,2014J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,30,N,Pass
1739,AAA,2013B,M,South East,No Formal quals,10-20%,0-35,3,60,N,Distinction
